Output Voltage, Run #16
Time ( s )	Voltage ( V )
8.5000	-2.661
8.5100	-1.255
8.5200	-2.622
8.5300	-2.029
8.5400	3.188
8.5500	2.386
8.5600	2.562
8.5700	2.268
8.5800	2.163
8.5900	-2.906
8.6000	-2.651
8.6100	-1.234
8.6200	-2.633
8.6300	-2.051
8.6400	3.175
8.6500	2.454
8.6600	2.558
8.6700	2.290
8.6800	2.195
8.6900	-2.897
8.7000	-2.650
8.7100	-1.256
8.7200	-2.625
8.7300	-2.052
8.7400	3.222
8.7500	2.370
8.7600	2.595
8.7700	2.219
8.7800	2.169
8.7900	-2.900
8.8000	-2.648
8.8100	-1.251
8.8200	-2.612
8.8300	-2.042
8.8400	3.201
8.8500	2.420
8.8600	2.551
8.8700	2.321
8.8800	2.116
8.8900	-2.885
8.9000	-2.674
8.9100	-1.241
8.9200	-2.608
8.9300	-2.004
8.9400	3.129
8.9500	2.432
8.9600	2.562
8.9700	2.369
8.9800	2.128
8.9900	-2.892
9.0000	-2.642
9.0100	-1.257
9.0200	-2.593
9.0300	-2.039
9.0400	3.141
9.0500	2.347
9.0600	2.546
9.0700	2.217
9.0800	2.070
9.0900	-2.885
9.1000	-2.653
9.1100	-1.223
9.1200	-2.582
9.1300	-2.045
9.1400	3.076
9.1500	2.114
9.1600	2.493
9.1700	2.122
9.1800	2.108
9.1900	-2.894
9.2000	-2.640
9.2100	-1.241
9.2200	-2.599
9.2300	-2.045
9.2400	3.171
9.2500	2.460
9.2600	2.554
9.2700	2.318
9.2800	2.114
9.2900	-2.918
9.3000	-2.641
9.3100	-1.259
9.3200	-2.609
9.3300	-2.023
9.3400	3.168
9.3500	2.392
9.3600	2.561
9.3700	2.248
9.3800	2.173
9.3900	-2.902
9.4000	-2.636
9.4100	-1.233
9.4200	-2.617
9.4300	-2.038
9.4400	3.131
9.4500	2.321
9.4600	2.555
9.4700	2.277
9.4800	2.187
9.4900	-2.884
9.5000	-2.650
9.5100	-1.263
9.5200	-2.617
9.5300	-2.041
9.5400	3.207
9.5500	2.348
9.5600	2.576
9.5700	2.221
9.5800	2.156
9.5900	-2.910
9.6000	-2.642
9.6100	-1.238
9.6200	-2.619
9.6300	-2.037
9.6400	3.164
9.6500	2.448
9.6600	2.553
9.6700	2.318
9.6800	2.175
9.6900	-2.900
9.7000	-2.652
9.7100	-1.240
9.7200	-2.614
9.7300	-2.017
9.7400	3.139
9.7500	2.398
9.7600	2.587
9.7700	2.347
9.7800	2.166
9.7900	-2.883
9.8000	-2.647
9.8100	-1.249
9.8200	-2.612
9.8300	-2.047
9.8400	3.193
9.8500	2.469
9.8600	2.561
9.8700	2.305
9.8800	2.223
9.8900	-2.886
9.9000	-2.654
9.9100	-1.237
9.9200	-2.637
9.9300	-2.050
9.9400	3.224
9.9500	2.367
9.9600	2.572
9.9700	2.199
9.9800	2.162
9.9900	-2.877
10.0000	-2.638
10.0100	-1.243
10.0200	-2.601
10.0300	-2.059
10.0400	3.181
10.0500	2.445
10.0600	2.561
10.0700	2.341
10.0800	2.116
10.0900	-2.941
10.1000	-2.630
10.1100	-1.247
10.1200	-2.606
10.1300	-2.014
10.1400	3.056
10.1500	2.123
10.1600	2.405
10.1700	2.123
10.1800	2.187
10.1900	-2.898
10.2000	-2.630
10.2100	-1.251
10.2200	-2.604
10.2300	-2.061
10.2400	3.161
10.2500	2.277
10.2600	2.576
10.2700	2.094
10.2800	2.054
10.2900	-2.910
10.3000	-2.618
10.3100	-1.251
10.3200	-2.556
10.3300	-2.059
10.3400	3.082
10.3500	2.085
10.3600	2.398
10.3700	2.271
10.3800	2.138
10.3900	-2.821
10.4000	-2.706
10.4100	-1.221
10.4200	-2.589
10.4300	-2.035
10.4400	3.035
10.4500	2.222
10.4600	2.566
10.4700	2.296
10.4800	2.087
10.4900	-2.872
10.5000	-2.647
10.5100	-1.267
10.5200	-2.545
10.5300	-2.047
10.5400	2.977
10.5500	2.295
10.5600	2.434
10.5700	2.141
10.5800	2.155
10.5900	-2.887
10.6000	-2.639
10.6100	-1.238
10.6200	-2.551
10.6300	-2.058
10.6400	3.087
10.6500	2.280
10.6600	2.557
10.6700	2.268
10.6800	2.102
10.6900	-2.887
10.7000	-2.636
10.7100	-1.234
10.7200	-2.559
10.7300	-2.046
10.7400	3.004
10.7500	2.272
10.7600	2.402
10.7700	2.265
10.7800	2.148
10.7900	-2.901
10.8000	-2.631
10.8100	-1.224
10.8200	-2.573
10.8300	-2.037
10.8400	3.012
10.8500	2.118
10.8600	2.618
10.8700	2.305
10.8800	2.114
10.8900	-2.894
10.9000	-2.626
10.9100	-1.236
10.9200	-2.563
10.9300	-2.050
10.9400	2.977
10.9500	2.168
10.9600	2.394
10.9700	2.263
10.9800	2.109
10.9900	-2.893
11.0000	-2.642
11.0100	-1.227
11.0200	-2.567
11.0300	-2.037
11.0400	3.044
11.0500	2.136
11.0600	2.604
11.0700	2.311
11.0800	2.128
11.0900	-2.888
11.1000	-2.634
11.1100	-1.237
11.1200	-2.564
11.1300	-2.042
11.1400	2.964
11.1500	2.083
11.1600	2.410
11.1700	2.103
11.1800	2.184
11.1900	-2.877
11.2000	-2.647
11.2100	-1.228
11.2200	-2.559
11.2300	-2.060
11.2400	3.132
11.2500	2.305
11.2600	2.556
11.2700	2.315
11.2800	2.098
11.2900	-2.878
11.3000	-2.637
11.3100	-1.226
11.3200	-2.577
11.3300	-2.039
11.3400	2.986
11.3500	2.104
11.3600	2.426
11.3700	2.181
11.3800	2.143
11.3900	-2.874
11.4000	-2.649
11.4100	-1.230
11.4200	-2.565
11.4300	-2.031
11.4400	3.088
11.4500	2.338
11.4600	2.542
11.4700	2.285
11.4800	2.102
11.4900	-2.872
11.5000	-2.631
11.5100	-1.234
11.5200	-2.546
11.5300	-2.037
11.5400	2.994
11.5500	2.230
11.5600	2.449
11.5700	2.096
11.5800	2.196
11.5900	-2.929
11.6000	-2.613
11.6100	-1.247
11.6200	-2.560
11.6300	-2.025
11.6400	3.132
11.6500	2.300
11.6600	2.551
11.6700	2.100
11.6800	2.085
11.6900	-2.916
11.7000	-2.606
11.7100	-1.238
11.7200	-2.551
11.7300	-2.039
11.7400	3.091
11.7500	2.106
11.7600	2.575
11.7700	2.269
11.7800	2.054
